dialogue_id,turn_index,speaker,utterance,emotion,num_listeners,listeners,relations,speaker_position,prev_speaker,prev_emotion,prev_utterance_len,next_speaker,next_emotion,utterance_len,utterance_word_count,voice_status,suppression_score
1687,11,黃梅,志靜，你就不要說了！快點和我一起扶你哥回房。他凍了一晚還不知道有沒有生病？,fear,1,何志靜,parent,superior,何志靜,angry,76,何志靜,angry,37,1,suppressed,3
1687,12,何志靜,生病也是活該！,angry,1,黃梅,child,inferior,黃梅,fear,37,,,7,1,suppressed,4
1688,0,鄺莎,嫂子，吵醒你了吧！,neutral,1,柯婕妤,friend,peer,,,0,鄺野,happiness,9,1,neutral,2
1688,1,鄺野,我妹妹鄺莎。這是柯婕妤。,happiness,2,"柯婕妤,鄺莎","couple,brothers and sisters",peer,鄺莎,neutral,9,鄺野,happiness,12,1,amplified,0
1688,2,鄺野,給你說了不要叫“嫂子”要叫柯姐姐。你這樣叫會讓她臉紅的。,happiness,1,鄺莎,brothers and sisters,peer,鄺野,happiness,12,鄺莎,happiness,28,1,neutral,1
1688,3,鄺莎,我就喜歡叫嫂子嘛。嫂子嫂子嫂子！,happiness,2,"柯婕妤,鄺野","friend,brothers and sisters",peer,鄺野,happiness,28,鄺莎,happiness,16,1,amplified,0
1688,4,鄺莎,嫂子，你是我哥帶回家的第一個女人！可見你在他心中的地位非同一般哦！嫂子，你別聽我哥胡說。其實他很喜歡聽我這樣叫你！你看他眼中有明顯的笑意哦！,happiness,1,柯婕妤,friend,peer,鄺莎,happiness,16,鄺野,disgust,70,1,neutral,2
1688,5,鄺野,莎兒，你再胡說我就不帶你去吃火鍋了。,disgust,1,鄺莎,brothers and sisters,peer,鄺莎,happiness,70,鄺野,happiness,18,1,neutral,2
1688,6,鄺野,我爸媽見到你一定會很高興的！,happiness,1,柯婕妤,couple,peer,鄺野,disgust,18,鄺莎,happiness,14,1,neutral,1
1688,7,鄺莎,哥，你想牽嫂子的手就明說嘛。,happiness,1,鄺野,brothers and sisters,peer,鄺野,happiness,14,,,14,1,neutral,1
1689,0,鄺野,爸、媽，這是……,neutral,1,柯婕妤,couple,peer,,,0,柯婕妤,happiness,8,1,neutral,2
1689,1,柯婕妤,叔叔、阿姨，您們好！我叫柯婕妤是鄺野的朋友。,happiness,1,鄺野,couple,peer,鄺野,neutral,8,柯婕妤,neutral,22,1,neutral,2
1689,2,柯婕妤,我去衛生間。,neutral,1,鄺野,couple,peer,柯婕妤,happiness,22,,,6,1,neutral,2
1690,0,鄺媽媽,莎兒，聽你哥說你嫂子一會還要回家。咱們趕緊把飯做好。你快把菜洗出來。對了莎兒，你現在已經長大了，以後可不能再坐上你哥腿上了！,neutral,1,鄺莎,parent,superior,,,0,鄺莎,neutral,62,1,suppressed,3
1690,1,鄺莎,爲什麼？,neutral,1,鄺媽媽,child,inferior,鄺媽媽,neutral,62,,,4,1,suppressed,4
1691,0,鄺野,餓了先吃點吧。,neutral,1,柯婕妤,couple,peer,,,0,柯婕妤,neutral,7,1,suppressed,3
1691,1,柯婕妤,不餓。我該回去了。,neutral,1,鄺野,couple,peer,鄺野,neutral,7,鄺野,neutral,9,1,suppressed,3
1691,2,鄺野,吃了飯再走吧。我爸媽他們大老遠的來了，你也已經見着了。就算是普通朋友也該留下來吃飯。對不對？,neutral,1,柯婕妤,couple,peer,柯婕妤,neutral,9,柯婕妤,sadness,46,1,neutral,2
1691,3,柯婕妤,我不想讓他們誤會我們！否則將來他們會很失望！,sadness,1,鄺野,couple,peer,鄺野,neutral,46,鄺野,sadness,22,1,neutral,2
1691,4,鄺野,我以爲我們已經是……先不說這些了。吃了飯再走好嗎？,sadness,1,柯婕妤,couple,peer,柯婕妤,sadness,22,,,25,1,neutral,2
1692,0,鄺野,我的父母和妹妹的出現給你帶來了很大的壓力吧！其實你……,neutral,1,柯婕妤,couple,peer,,,0,柯婕妤,happiness,27,1,neutral,2
1692,1,柯婕妤,你妹妹好可愛！,happiness,1,鄺野,couple,peer,鄺野,neutral,27,鄺野,happiness,7,1,neutral,1
1692,2,鄺野,就是！她從小就很調皮，性格也直。看得出她很喜歡你！你不要生氣她那樣叫你！,happiness,1,柯婕妤,couple,peer,柯婕妤,happiness,7,柯婕妤,happiness,36,1,neutral,1
1692,3,柯婕妤,不會！那個你待會在商場門口停一下，我想買點禮物回去。,happiness,1,鄺野,couple,peer,鄺野,happiness,36,,,26,1,neutral,1
1693,0,柯婕妤,劉小姐，你好！,happiness,1,劉言鳳,friend,peer,,,0,劉言鳳,happiness,7,1,neutral,1
1693,1,劉言鳳,你好！我朋友羅玲雅。玲雅，這是花之洋小鎮的花圃負責人柯婕妤柯老大。柯老大，你一個人嗎？,happiness,2,"柯婕妤,羅玲雅","friend,friend",peer,柯婕妤,happiness,7,柯婕妤,neutral,43,1,amplified,0
1693,2,柯婕妤,我一個人來的。過年了嘛給家人買些禮物。你們呢？,neutral,2,"劉言鳳,羅玲雅","friend,stranger",peer,劉言鳳,happiness,43,劉言鳳,neutral,23,1,neutral,2
1693,3,劉言鳳,我們也是。,neutral,1,柯婕妤,friend,peer,柯婕妤,neutral,23,柯婕妤,happiness,5,1,neutral,2
1693,4,柯婕妤,我買好了。再見啊！,happiness,2,"劉言鳳,羅玲雅","friend,stranger",peer,劉言鳳,neutral,5,羅玲雅,happiness,9,1,amplified,0
1693,5,羅玲雅,言鳳，她真的就是花圃的負責人嗎？她看起來好柔弱啊！怎麼也不像是個做事雷厲風行的人啊！,happiness,1,劉言鳳,friend,peer,柯婕妤,happiness,9,劉言鳳,neutral,42,1,neutral,2
1693,6,劉言鳳,一個人的外表並不能代表她所工作的性質！不過呢她給我的感覺有點捉摸不透。我第一次見到她的時候，她被一個男人攙扶着，那樣子確實是很柔弱。但是在飯桌上說的話和飲酒時的豪爽，又讓我覺得她其實是個外柔內剛的人。,neutral,1,羅玲雅,friend,peer,羅玲雅,happiness,42,,,100,1,neutral,2
1694,0,柯婕妤,這是送給你父母和妹妹的禮物。,neutral,1,鄺野,couple,peer,,,0,鄺野,neutral,14,1,suppressed,3
1694,1,鄺野,那我的呢？,neutral,1,柯婕妤,couple,peer,柯婕妤,neutral,14,柯婕妤,neutral,5,1,suppressed,3
1694,2,柯婕妤,沒有你的。我也想過買禮物送給你。可是選來選去都不知道該送你什麼好！我們的關係既不是朋友也不是戀人。因此在選禮物時就覺得很難了。,neutral,1,鄺野,couple,peer,鄺野,neutral,5,鄺野,happiness,63,1,neutral,2
1694,3,鄺野,我們倆的關係還真是奇特到了極點啊！,happiness,1,柯婕妤,couple,peer,柯婕妤,neutral,63,鄺野,happiness,17,1,neutral,1
1694,4,鄺野,我什麼禮物都不要！你就是上天送給我的最好禮物！,happiness,1,柯婕妤,couple,peer,鄺野,happiness,17,,,23,1,neutral,1
1695,0,羅玲雅,那不是秦延的車嗎？那個柯婕妤怎麼也在車上啊？,neutral,1,劉言鳳,friend,peer,,,0,劉言鳳,neutral,22,1,suppressed,3
1695,1,劉言鳳,過去看看吧。,neutral,1,羅玲雅,friend,peer,羅玲雅,neutral,22,劉言鳳,surprise,6,1,neutral,2
1695,2,劉言鳳,柯婕妤怎麼會在秦延的車上？,surprise,1,羅玲雅,friend,peer,劉言鳳,neutral,6,劉言鳳,neutral,13,1,neutral,2
1695,3,劉言鳳,楊藍，我看見柯婕妤上了秦延的車。他們……哦！原來是這樣啊！,neutral,1,羅玲雅,friend,peer,劉言鳳,surprise,13,羅玲雅,neutral,29,1,suppressed,3
1695,4,羅玲雅,楊藍說什麼了？,neutral,1,劉言鳳,friend,peer,劉言鳳,neutral,29,劉言鳳,neutral,7,1,suppressed,3
1695,5,劉言鳳,秦延幫朋友訂購花卉，請柯婕妤過來看看怎樣佈置場景。然後送她去車站。,neutral,1,羅玲雅,friend,peer,羅玲雅,neutral,7,,,33,1,neutral,2
1696,0,柯婕妤,不是送我去車站的嗎？,neutral,1,鄺野,couple,peer,,,0,鄺野,happiness,10,1,neutral,2
1696,1,鄺野,我送你回去吧！這一別也不知道什麼時候才能見面了！,happiness,1,柯婕妤,couple,peer,柯婕妤,neutral,10,鄺野,neutral,24,1,neutral,2
1696,2,鄺野,下去站站好嗎？,neutral,1,柯婕妤,couple,peer,鄺野,happiness,24,柯婕妤,neutral,7,1,suppressed,3
1696,3,柯婕妤,你已經在做了。我還能拒絕嗎？,neutral,1,鄺野,couple,peer,鄺野,neutral,7,,,14,1,neutral,2
1697,0,鄺野,如果冷就……,neutral,1,柯婕妤,couple,peer,,,0,柯婕妤,neutral,6,1,suppressed,3
1697,1,柯婕妤,不冷！,neutral,1,鄺野,couple,peer,鄺野,neutral,6,鄺野,fear,3,1,neutral,2
1697,2,鄺野,看你一副心事重重的樣子，是擔心回家怎麼解釋嗎？,fear,1,柯婕妤,couple,peer,柯婕妤,neutral,3,柯婕妤,neutral,23,1,suppressed,3
1697,3,柯婕妤,不是的！我在想那些孩子！,neutral,1,鄺野,couple,peer,鄺野,fear,23,鄺野,surprise,12,1,neutral,2
1697,4,鄺野,孩子？你是想去孤兒院？,surprise,1,柯婕妤,couple,peer,柯婕妤,neutral,12,鄺野,neutral,11,1,neutral,2
1697,5,鄺野,你這樣一直看着我，我怎麼有種要被審問的感覺呢？,neutral,1,柯婕妤,couple,peer,鄺野,surprise,11,柯婕妤,surprise,23,1,neutral,2
1697,6,柯婕妤,你怎麼知道？我的事你究竟知道多少？,surprise,1,鄺野,couple,peer,鄺野,neutral,23,鄺野,neutral,17,1,neutral,2
1697,7,鄺野,我只是聽王若蝶提起過而已。,neutral,1,柯婕妤,couple,peer,柯婕妤,surprise,17,柯婕妤,neutral,13,1,suppressed,3
1697,8,柯婕妤,那丫頭的話還真是多！她在你的面前恐怕是要把祖宗十八代的來歷都要告訴你吧！,neutral,1,鄺野,couple,peer,鄺野,neutral,13,柯婕妤,neutral,36,1,suppressed,3
1697,9,柯婕妤,你避而不談這個話題，難道被我說中了？,neutral,1,鄺野,couple,peer,柯婕妤,neutral,36,鄺野,neutral,18,1,suppressed,3
1697,10,鄺野,即使她想說我也不會聽的。除了你的事其他外人我是不會在意和關心一丁點的！,neutral,1,柯婕妤,couple,peer,柯婕妤,neutral,18,,,35,1,neutral,2
1698,0,鄺野,還在想着那些孩子們是嗎？,neutral,1,柯婕妤,couple,peer,,,0,鄺野,neutral,12,1,suppressed,3
1698,1,鄺野,你和孩子們在一起的時候，不但有說有笑，還陪着玩遊戲，讓我不得不懷疑你是我認識的那個多愁善感的柯婕妤嗎？,neutral,1,柯婕妤,couple,peer,鄺野,neutral,12,柯婕妤,happiness,51,1,neutral,2
1698,2,柯婕妤,每次心情很不好的時候，我就會來孤兒院住兩天。只有和孩子們在一起纔會忘記煩惱！這條手鍊是孩子們親手爲我編織的，雖然編織得並不是很整齊，但卻是包含着孩子們對我的愛！,happiness,1,鄺野,couple,peer,鄺野,neutral,51,鄺野,happiness,80,1,neutral,1
1698,3,鄺野,看得出他們很愛你！,happiness,1,柯婕妤,couple,peer,柯婕妤,happiness,80,柯婕妤,happiness,9,1,neutral,1
1698,4,柯婕妤,我也很愛他們！認識他們的時候，有的才牙牙學語。如今一晃五年過去了，他們已經學會編織禮物了。他們還說要給你編織一條手鍊，等你下次去的時候要親自爲你繫上。,happiness,1,鄺野,couple,peer,鄺野,happiness,9,鄺野,happiness,75,1,neutral,1
1698,5,鄺野,那些孩子真的好可愛！我也很喜歡他們！所以以後我要經常來陪他們玩。你這麼愛孩子，以後一定會是個好、母親！只是不知道會……,happiness,1,柯婕妤,couple,peer,柯婕妤,happiness,75,柯婕妤,happiness,59,1,neutral,1
1698,6,柯婕妤,你總是讓人感到意外和驚訝！,happiness,1,鄺野,couple,peer,鄺野,happiness,59,鄺野,neutral,13,1,neutral,2
1698,7,鄺野,小時候我在村裏就是孩子王。身後經常跟着一羣小孩，不過女孩居多。,neutral,1,柯婕妤,couple,peer,柯婕妤,happiness,13,柯婕妤,happiness,31,1,neutral,2
1698,8,柯婕妤,小時候的你一定很逗人愛吧！,happiness,1,鄺野,couple,peer,鄺野,neutral,31,柯婕妤,happiness,13,1,neutral,1
1698,9,柯婕妤,你小時候一定很逗人愛吧！,happiness,1,鄺野,couple,peer,柯婕妤,happiness,13,鄺野,happiness,12,1,neutral,1
1698,10,鄺野,我現在還是一樣的逗人愛對吧！,happiness,1,柯婕妤,couple,peer,柯婕妤,happiness,12,柯婕妤,happiness,14,1,neutral,1
1698,11,柯婕妤,你不止是逗人愛還是非常非常的逗人愛，連小女孩都想做你的女朋友。,happiness,1,鄺野,couple,peer,鄺野,happiness,14,鄺野,neutral,31,1,neutral,2
1698,12,鄺野,既然小女孩都知道我的好，也想做我的小女朋友，那麼你這個大女人有沒有這種想法呢？,neutral,1,柯婕妤,couple,peer,柯婕妤,happiness,31,柯婕妤,neutral,39,1,suppressed,3
1698,13,柯婕妤,你又來了！我都後悔自己的話多了。,neutral,1,鄺野,couple,peer,鄺野,neutral,39,鄺野,happiness,16,1,neutral,2
1698,14,鄺野,我是說着玩的。,happiness,1,柯婕妤,couple,peer,柯婕妤,neutral,16,,,7,1,neutral,1
1699,0,柯婕妤,以後不要再像前天晚上那樣做傻事了好嗎？,neutral,1,鄺野,couple,peer,,,0,鄺野,neutral,19,1,suppressed,3
1699,1,鄺野,什麼時候再見到你？,neutral,1,柯婕妤,couple,peer,柯婕妤,neutral,19,鄺野,neutral,9,1,suppressed,3
1699,2,鄺野,爲什麼不說話？,neutral,1,柯婕妤,couple,peer,鄺野,neutral,9,鄺野,sadness,7,1,neutral,2
1699,3,鄺野,對不起！我又讓你難過了！我以後不逼你了。就、就讓一切順其自然好嗎？,sadness,1,柯婕妤,couple,peer,鄺野,neutral,7,柯婕妤,sadness,33,1,neutral,2
1699,4,柯婕妤,就讓你說的一切順其自然！但是你以後真的不要再做傻事了！前晚你穿着毛衣出現在我面前時，我很心痛！,sadness,1,鄺野,couple,peer,鄺野,sadness,33,鄺野,sadness,47,1,neutral,2
1699,5,鄺野,你也會擔心我對嗎？你也會爲我難過對嗎？,sadness,1,柯婕妤,couple,peer,柯婕妤,sadness,47,柯婕妤,sadness,19,1,neutral,2
1699,6,柯婕妤,你擔心我，還會爲我難過，如果我不擔心你也不爲你難過，不就顯得我太無情了嗎？,sadness,1,鄺野,couple,peer,鄺野,sadness,19,鄺野,happiness,37,1,neutral,2
1699,7,鄺野,你的意思是你只是禮尚往來嗎？就算是這樣我也很開心！呵呵！,happiness,1,柯婕妤,couple,peer,柯婕妤,sadness,37,柯婕妤,neutral,28,1,neutral,2
1699,8,柯婕妤,你真的是個無賴。,neutral,1,鄺野,couple,peer,鄺野,happiness,28,鄺野,happiness,8,1,neutral,2
1699,9,鄺野,很長一段時間沒聽見你罵我無賴了。既然你現在又這樣罵我了，我還真的該做點無賴纔會做的事了。否則會很對不起你開的金口。,happiness,1,柯婕妤,couple,peer,柯婕妤,neutral,8,柯婕妤,neutral,57,1,neutral,2
1699,10,柯婕妤,你要……,neutral,1,鄺野,couple,peer,鄺野,happiness,57,鄺野,neutral,4,1,suppressed,3
1699,11,鄺野,噓！閉嘴！,neutral,1,柯婕妤,couple,peer,柯婕妤,neutral,4,柯婕妤,happiness,5,1,neutral,2
1699,12,柯婕妤,我下車了。你路上開慢點！到了發信息給我。,happiness,1,鄺野,couple,peer,鄺野,neutral,5,,,20,1,neutral,1
1700,0,何志揚,婕妤，對不起！對不起……,sadness,1,柯婕妤,brothers and sisters,peer,,,0,柯婕妤,sadness,12,1,neutral,2
1700,1,柯婕妤,唉……何志揚啊何志揚，你這是何苦呢？,sadness,1,何志揚,brothers and sisters,peer,何志揚,sadness,12,黃梅,sadness,18,1,neutral,2
1700,2,黃梅,婕妤，志揚打你是他的不對！但是看在我和你爸的份上，你就原諒他好嗎？因爲打了你，所以他愧疚的在你房間門口坐了一整晚還喝酒。好好的一個孩子弄成了這副模樣。我……,sadness,1,柯婕妤,parent,superior,柯婕妤,sadness,18,柯婕妤,sadness,78,1,neutral,2
1700,3,柯婕妤,媽，我沒有怪志揚！他弄成這樣我心裏也不好受！,sadness,1,黃梅,child,inferior,黃梅,sadness,78,黃梅,happiness,22,1,suppressed,4
1700,4,黃梅,好了。不說了。婕妤，謝謝你原諒志揚！志靜，你留下來照顧你哥。,happiness,1,柯婕妤,parent,superior,柯婕妤,sadness,22,,,30,1,neutral,1
1701,0,黃梅,唉……,sadness,1,何建,spouse,peer,,,0,何建,disgust,3,1,suppressed,3
1701,1,何建,你不停的嘆氣不嫌累嗎？志揚喝了一整晚的酒，我已經很心煩了，也想靜一靜，可你不停的嘆氣，讓我感覺像是有隻討厭的蒼蠅在耳邊“嗡嗡”的叫個不停。,disgust,1,黃梅,spouse,peer,黃梅,sadness,3,黃梅,sadness,69,1,neutral,2
1701,2,黃梅,老何，志揚那傻孩子爲了婕妤把自己弄成那副模樣，看得我好心疼！你看我們是不是該問問婕妤到底是怎麼想的？以她的聰明她不會不知道志揚喜歡她！,sadness,1,何建,spouse,peer,何建,disgust,69,何建,neutral,67,1,suppressed,3
1701,3,何建,以前他們有說有笑，有時候也一起出門，可是這段時間他們倆好像都變了。變得幾乎像是陌生人了。至於你說志揚喜歡婕妤，這個我倒還沒看出來。,neutral,1,黃梅,spouse,peer,黃梅,sadness,67,黃梅,disgust,65,1,suppressed,3
1701,4,黃梅,你真是個呆子！你這父親是怎麼當的？兒子喜歡誰你都看不出來！不行！我得去問問婕妤。,disgust,1,何建,spouse,peer,何建,neutral,65,何建,disgust,40,1,suppressed,3
1701,5,何建,你都是幾十歲的人了，怎麼老是沉不住氣？孩子們的事情就讓他們自己去解決。如果婕妤心裏沒有志揚，你這一問不是弄得大家臉上都不好看嗎？這以後的日子還咋過？,disgust,1,黃梅,spouse,peer,黃梅,disgust,40,黃梅,happiness,74,1,neutral,2
1701,6,黃梅,喲喲喲！老何，你啥時候變得這麼會說話啦？,happiness,1,何建,spouse,peer,何建,disgust,74,何建,surprise,20,1,neutral,1
1701,7,何建,老婆子，你誇我啊？,surprise,1,黃梅,spouse,peer,黃梅,happiness,20,黃梅,disgust,9,1,neutral,2
1701,8,黃梅,你呀真是個呆子。損你都聽不出來。不和你說了。我做飯去了。,disgust,1,何建,spouse,peer,何建,surprise,9,,,28,1,neutral,2
1702,0,柯婕妤,志靜，你想說什麼？,neutral,1,何志靜,brothers and sisters,peer,,,0,何志靜,surprise,9,1,neutral,2
1702,1,何志靜,志揚他、爲什麼打你？直覺告訴我你們倆之間一定有什麼事發生。否則以他的性格是絕對不會動手打人！何況還是他最愛的人！,surprise,1,柯婕妤,brothers and sisters,peer,柯婕妤,neutral,9,,,56,1,neutral,1
1703,0,何志靜,何志揚，你終於醒了！,surprise,1,何志揚,brothers and sisters,peer,,,0,何志揚,sadness,10,1,neutral,1
1703,1,何志揚,婕妤……,sadness,1,柯婕妤,brothers and sisters,peer,何志靜,surprise,10,柯婕妤,neutral,4,1,suppressed,3
1703,2,柯婕妤,好些了嗎？,neutral,1,何志揚,brothers and sisters,peer,何志揚,sadness,4,何志揚,sadness,5,1,neutral,2
1703,3,何志揚,好多了！婕妤，我……,sadness,1,柯婕妤,brothers and sisters,peer,柯婕妤,neutral,5,柯婕妤,happiness,10,1,neutral,2
1703,4,柯婕妤,你餓了吧！我去給你端粥。,happiness,1,何志揚,brothers and sisters,peer,何志揚,sadness,10,何志靜,neutral,12,1,neutral,2
1703,5,何志靜,還是我去端粥吧。照顧了他這麼久，我也想出去透透氣。,neutral,1,柯婕妤,brothers and sisters,peer,柯婕妤,happiness,12,,,25,1,neutral,2
1704,0,柯婕妤,你要做什麼？,neutral,1,何志揚,brothers and sisters,peer,,,0,柯婕妤,neutral,6,1,suppressed,3
1704,1,柯婕妤,我幫你。,neutral,1,何志揚,brothers and sisters,peer,柯婕妤,neutral,6,何志揚,neutral,4,1,suppressed,3
1704,2,何志揚,我自己來就可以了。你就那麼的想要和我保持距離了嗎？,neutral,1,柯婕妤,brothers and sisters,peer,柯婕妤,neutral,4,,,25,1,neutral,2
1705,0,柯婕妤,王若蝶，什麼事？可以啊。好！我轉告他們。還要叫他啊？算了吧！就這樣了。明天見。,neutral,1,何志揚,brothers and sisters,peer,,,0,何志揚,surprise,39,1,neutral,2
1705,1,何志揚,明天你、又要出去嗎？,surprise,1,柯婕妤,brothers and sisters,peer,柯婕妤,neutral,39,柯婕妤,neutral,10,1,neutral,2
1705,2,柯婕妤,志揚，王若蝶她們建議明天晚上去城裏吃火鍋團年。讓我把你和志靜也叫上。,neutral,1,何志揚,brothers and sisters,peer,何志揚,surprise,10,何志揚,neutral,34,1,suppressed,3
1705,3,何志揚,我去好嗎？我、還真害怕與那些女孩在一起。她們不是誇我就是逗我。弄得我面紅耳赤很是不自在。,neutral,1,柯婕妤,brothers and sisters,peer,柯婕妤,neutral,34,柯婕妤,happiness,44,1,neutral,2
1705,4,柯婕妤,去吧！她們之中有人很希望你去！,happiness,1,何志揚,brothers and sisters,peer,何志揚,neutral,44,何志揚,happiness,15,1,neutral,1
1705,5,何志揚,聽你的我去。,happiness,1,柯婕妤,brothers and sisters,peer,柯婕妤,happiness,15,柯婕妤,neutral,6,1,neutral,2
1705,6,柯婕妤,聽我的是嗎？我要你把放在我身上的感情收回去！,neutral,1,何志揚,brothers and sisters,peer,何志揚,happiness,6,柯婕妤,neutral,22,1,suppressed,3
1705,7,柯婕妤,志揚！,neutral,1,何志揚,brothers and sisters,peer,柯婕妤,neutral,22,何志揚,sadness,3,1,neutral,2
1705,8,何志揚,付出去的感情說收回就能收回去的嗎？換成是你能做到嗎？你能做到嗎？,sadness,1,柯婕妤,brothers and sisters,peer,柯婕妤,neutral,3,何志揚,neutral,32,1,suppressed,3
1705,9,何志揚,你不回答就表示換成是你也做不到對吧！,neutral,1,柯婕妤,brothers and sisters,peer,何志揚,sadness,32,柯婕妤,neutral,18,1,suppressed,3
1705,10,柯婕妤,你休息吧！我去看看志靜是怎麼回事。,neutral,1,何志揚,brothers and sisters,peer,何志揚,neutral,18,,,17,1,neutral,2
1706,0,鄺野,媽，您怎麼還不休息？,neutral,1,鄺媽媽,child,inferior,,,0,鄺媽媽,neutral,10,1,suppressed,5
1706,1,鄺媽媽,鄺兒，媽有事要問你！,neutral,1,鄺野,parent,superior,鄺野,neutral,10,鄺野,surprise,10,1,neutral,2
1706,2,鄺野,媽，您不要這麼嚴肅嘛。像是要開堂公審兒子似的。您要問什麼？兒子知無不言，言無不盡。,surprise,1,鄺媽媽,child,inferior,鄺媽媽,neutral,10,鄺媽媽,happiness,41,1,suppressed,3
1706,3,鄺媽媽,你和那個柯小姐是怎麼回事？她說是你的朋友。是什麼樣的朋友？男女朋友還是普通朋友？鄺兒，你從小就是個懂事的孩子。做事也有分寸。說心裏話我和你爸覺得柯小姐挺不錯的！,happiness,1,鄺野,parent,superior,鄺野,surprise,41,鄺媽媽,happiness,80,1,neutral,1
1706,4,鄺媽媽,如果你們是真的在談朋友，我們很贊成！如果她已經結婚了或者是有了男朋友，你就不要再與她來往了。還有啊如果你們倆真的是在交往，在沒得到她家里人的同意下，你們不能住在一起！,happiness,1,鄺野,parent,superior,鄺媽媽,happiness,80,鄺野,happiness,83,1,neutral,1
1706,5,鄺野,媽，兒子沒想到平時不善言談的您說起話來竟是如此的頭頭是道。,happiness,1,鄺媽媽,child,inferior,鄺媽媽,happiness,83,鄺媽媽,neutral,29,1,suppressed,4
1706,6,鄺媽媽,少誇我。說實話啊。,neutral,1,鄺野,parent,superior,鄺野,happiness,29,鄺野,happiness,9,1,neutral,2
1706,7,鄺野,媽，我知道您和爸生長在民風純樸的山村，對於男女未婚就住在一起是堅決反對！媽，您放心吧！柯婕妤沒有結婚也沒有男朋友！我和她是真心相愛！我們也沒有住在一起！,happiness,1,鄺媽媽,child,inferior,鄺媽媽,neutral,9,鄺媽媽,neutral,76,1,suppressed,4
1706,8,鄺媽媽,兒子，媽媽知道現在的年輕人很開放，即使住在一起又分開了，男方倒不會覺得是丟臉的事情。可是女方就不一樣了，那是要被人戳脊梁骨和被罵成是下賤的女人！我就曾經見到過一個女人！就像、好了！不說了！我去叫你爸進來睡覺了。你也趕緊睡吧。,neutral,1,鄺野,parent,superior,鄺野,happiness,76,,,112,1,neutral,2
1707,0,夢,在嗎？,neutral,1,鄺野,friend,peer,,,0,鄺野,happiness,3,1,neutral,2
1707,1,鄺野,晚上好！,happiness,1,夢,friend,peer,夢,neutral,3,夢,neutral,4,1,neutral,2
1707,2,夢,前晚我發的那些嚇着你了吧！我實在是忍不住了纔想要把它說出來！其實、我那也不算什麼悲慘，還有比我更悲慘的人！,neutral,1,鄺野,friend,peer,鄺野,happiness,4,鄺野,happiness,53,1,neutral,2
1707,3,鄺野,說出來就好些了吧！你以前是我的好聽衆，那麼從現在起我也是你的好聽衆。無論你的開心與否，我都很樂意分享！,happiness,1,夢,friend,peer,夢,neutral,53,鄺野,neutral,51,1,neutral,2
1707,4,鄺野,抱歉！我從不見網友和讀者！,neutral,1,夢,friend,peer,鄺野,happiness,51,夢,neutral,13,1,suppressed,3
1707,5,夢,既然每個人都有自己的原則，那我就打消見你的念頭。不過我可以聽聽你的聲音嗎？我想這不會令你破了原則吧！而且你也是在接聽傾訴者的電話後才能工作的對嗎？,neutral,1,鄺野,friend,peer,鄺野,neutral,13,,,73,1,neutral,2
1708,0,鄺野,小丫頭，幹嗎生氣呢？,surprise,1,王若蝶,friend,peer,,,0,王若蝶,neutral,10,1,neutral,2
1708,1,王若蝶,鄺大哥！,neutral,1,鄺野,friend,peer,鄺野,surprise,10,王若蝶,happiness,4,1,neutral,2
1708,2,王若蝶,小子，你看見了吧！這纔是真正的超級大帥哥！小朋友，你也差遠囉！,happiness,1,肖飛,friend,peer,王若蝶,neutral,4,肖飛,happiness,31,1,neutral,1
1708,3,肖飛,大哥，你長得好帥氣啊！我們見過面嗎？,happiness,1,鄺野,stranger,peer,王若蝶,happiness,31,鄺野,neutral,18,1,neutral,2
1708,4,鄺野,小兄弟，你爲什麼這樣問？,neutral,1,肖飛,stranger,peer,肖飛,happiness,18,肖飛,happiness,12,1,neutral,2
1708,5,肖飛,我看你有些眼熟和親切呢！,happiness,1,鄺野,stranger,peer,鄺野,neutral,12,王若蝶,neutral,12,1,neutral,2
1708,6,王若蝶,少來套近乎了！鄺大哥，你別理他！,neutral,2,"鄺野,肖飛","friend,friend",peer,肖飛,happiness,12,王若蝶,neutral,16,1,neutral,2
1708,7,王若蝶,鄺大哥，你坐這裏。,neutral,1,鄺野,friend,peer,王若蝶,neutral,16,王若蝶,neutral,9,1,suppressed,3
1708,8,王若蝶,鄺大哥，你快坐下和我們一起吃吧。我們昨天原本就要給你打電話叫你一起的。沒想到這麼巧就碰上了。,neutral,1,鄺野,friend,peer,王若蝶,neutral,9,鄺野,neutral,46,1,suppressed,3
1708,9,鄺野,打電話我也不會來。因爲我們今天也團年。那個現在我就不和你們一起吃了。我家人和朋友在包間等我。,neutral,1,王若蝶,friend,peer,王若蝶,neutral,46,鄺野,neutral,46,1,suppressed,3
1708,10,鄺野,你們吃完飯就要回去嗎？,neutral,2,"肖飛,王若蝶","stranger,friend",peer,鄺野,neutral,46,王若蝶,neutral,11,1,neutral,2
1708,11,王若蝶,我們吃完飯還要去唱歌。,neutral,1,鄺野,friend,peer,鄺野,neutral,11,鄺野,happiness,11,1,neutral,2
1708,12,鄺野,我們也要去唱歌，那就一起玩吧。我介紹幾個朋友給你們認識。如果你們先吃完的話就去《不歸》歌廳等我們。出門向右直走，過第一個十字路口再向右轉進巷子就到了。很好找的。小丫頭，趕緊吃飯。一會見。,happiness,2,"肖飛,王若蝶","stranger,friend",peer,王若蝶,neutral,11,,,93,1,amplified,0
